Gene,Chromosome,Start,End
Bn874,A02,2961079,3865845
Bn875,A07,3018097,3849860
Bn876,A10,1902425,2508977
Bn877,A09,3775490,4347861
Bn878,A04,3564049,4429573
Bn879,A05,1739311,3496486
Bn880,A03,4996588,4997543
Bn881,A06,1929449,3068587
Bn882,A08,3876400,4879918
Bn883,A08,1403440,4153893
Bn884,A08,1374700,1965018
Bn885,A09,1783417,4479053
Bn886,A07,1705893,2559871
Bn887,A09,2940719,4346135
Bn888,A09,4665590,4763090
Bn889,A04,2760043,4166978
Bn890,A08,3064942,4961445
Bn891,A05,1367920,2326133
Bn892,A09,1948644,2013486
Bn893,A09,1392373,3040790
Bn894,A05,3476526,3541184
Bn895,A05,4417660,4695187
Bn896,A02,3720058,4537736
Bn897,A05,3811985,3941351
Bn898,A10,4194138,4460602
Bn899,A08,4073000,4728982
Bn900,A07,4542686,4985723
Bn901,A10,1132522,2001780
Bn902,A02,1813289,4195242
Bn903,A10,4534351,4893214
Bn904,A08,1340758,3154091
Bn905,A02,1566111,1698581
Bn906,A02,1028842,4437704
Bn907,A03,4868194,4963530
Bn908,A09,4129457,4542264
Bn909,A09,1546312,3695869
Bn910,A02,1948158,3143279
Bn911,A07,4099816,4183602
Bn912,A07,3812299,4289931
Bn913,A01,1249922,1426146
Bn914,A01,1093159,1215155
Bn915,A08,3858189,4444948
Bn916,A10,1473645,2191679
Bn917,A06,3478655,3775692
Bn918,A05,2456874,2804298
Bn919,A06,4853160,4975946
Bn920,A04,3268169,4404677
Bn921,A09,4280958,4745963
Bn922,A08,2586256,3141941
Bn923,A02,4007316,4097457
Bn924,A03,4693208,4822717
Bn925,A08,2728916,3072257
Bn926,A03,3331300,4172944
Bn927,A08,1974906,4390170
Bn928,A03,1010654,1775697
Bn929,A01,1376553,4879352
Bn930,A10,2654299,4517593
Bn931,A05,1141531,2184471
Bn932,A10,4732106,4844685
Bn933,A10,2737762,3657679
Bn934,A03,3410597,4752968
Bn935,A03,4003407,4556525
Bn936,A07,2581770,3229451
Bn937,A06,3266383,4797367
Bn938,A01,4945509,4981235
Bn939,A08,3373003,4098652
Bn940,A05,3844865,4936665
Bn941,A10,4321917,4933857
Bn942,A07,2733261,4014261
Bn943,A10,2619728,4357971
Bn944,A06,3450945,4561532
Bn945,A04,3779790,4510235
Bn946,A05,4579664,4769403
Bn947,A03,1372531,4802983
Bn948,A05,3309588,4555374
Bn949,A01,4726893,4891249
Bn950,A06,3186197,4181588
Bn951,A08,3233574,4368248
Bn952,A03,2460909,3694916
Bn953,A08,4099466,4478899
Bn954,A01,4913139,4970799
Bn955,A08,3095917,4590630
Bn956,A04,2377326,3789936
Bn957,A10,1527042,3409346
Bn958,A10,2396981,3193421
Bn959,A09,3662139,4092316
Bn960,A05,2759918,3975504
Bn961,A02,3071006,3669815
Bn962,A08,3180221,3451327
Bn963,A08,3096942,3698256
Bn964,A01,1765622,2018887
Bn965,A01,2408181,4160787
Bn966,A03,3877671,4891265
Bn967,A01,4245598,4561673
Bn968,A01,3950453,4444005
Bn969,A02,3341129,3768119
Bn970,A04,1555705,1902276
Bn971,A06,3189371,3531182
Bn972,A02,2887723,4903541
Bn973,A08,4590080,4875397
Bn974,A10,3904610,4373031
Bn975,A09,1188091,4500337
Bn976,A05,4963300,4984987
Bn977,A01,4801186,4837878
Bn978,A08,4882016,4900547
Bn979,A05,2663166,4434980
Bn980,A07,3494789,4342700
Bn981,A02,3465013,3692769
Bn982,A07,3267815,4442925
Bn983,A05,4758822,4979158
Bn984,A06,4084240,4226498
Bn985,A05,3036117,4029995
Bn986,A02,3737505,4455746
Bn987,A03,3554792,4438710
Bn988,A08,2124235,4115763
Bn989,A07,4594924,4876278
Bn990,A06,1971552,4185623
Bn991,A01,1565859,3782677
Bn992,A03,3284394,4957612
Bn993,A03,1024967,2403511
Bn994,A02,1356389,2781159
Bn995,A04,1292792,3496740
Bn996,A02,4191833,4523405
Bn997,A09,3844936,4872618
Bn998,A04,4049437,4444196
Bn999,A10,3949195,4969552
Bn1000,A04,3225188,3352197
Bn1001,A09,2868415,3062696
Bn1002,A07,3798564,4062333
Bn1003,A03,2534813,2751859
Bn1004,A02,2210526,4359139
Bn1005,A01,3159853,3750662
Bn1006,A01,4943125,4993744
Bn1007,A08,3125019,4923611
Bn1008,A01,3706180,4797595
Bn1009,A05,2563427,3057482
Bn1010,A07,3021717,3507371
Bn1011,A02,1225414,4627831
Bn1012,A09,3015713,4087599
Bn1013,A05,1422834,4967509
Bn1014,A06,2670916,3472764
Bn1015,A04,4752036,4871920
Bn1016,A02,2951776,3595449
Bn1017,A09,2552115,4079844
Bn1018,A07,1199573,2474691
Bn1019,A10,2092101,2418286
Bn1020,A09,1074210,4535908
Bn1021,A05,1940581,2921011
Bn1022,A07,4825784,4915449
Bn1023,A05,1911616,4491962
Bn1024,A06,1484106,4495660
Bn1025,A05,4235645,4475857
Bn1026,A01,2729079,4663814
Bn1027,A09,3361138,4833973
Bn1028,A04,4803743,4828652
Bn1029,A03,4943073,4981996
Bn1030,A02,3990777,4575453
Bn1031,A07,2806997,2947774
Bn1032,A03,4298893,4674310
Bn1033,A01,2308743,4788211
Bn1034,A04,4145460,4727246
Bn1035,A07,2255289,2815529
Bn1036,A03,4537299,4996342
Bn1037,A04,4035721,4384500
Bn1038,A03,2884751,3837222
Bn1039,A04,1973495,4076021
Bn1040,A03,3242679,4370898
Bn1041,A09,1840148,4543897
Bn1042,A04,2353383,4924514
Bn1043,A02,1353499,4978501
Bn1044,A10,4221211,4487445
Bn1045,A04,4135253,4771010
Bn1046,A08,2054061,3260409
Bn1047,A10,2406684,4745263
Bn1048,A07,4825211,4859351
Bn1049,A05,1643812,3962120
Bn1050,A01,2944852,3640025
Bn1051,A06,2615312,2807130
Bn1052,A06,3360434,3682076
Bn1053,A03,4251017,4534899
Bn1054,A07,1375818,3821197
Bn1055,A01,1900545,4420271
Bn1056,A04,1458185,4301942
Bn1057,A10,2058657,2608009
Bn1058,A02,2984665,4664994
Bn1059,A02,1922616,4146780
Bn1060,A06,1555156,2901186
Bn1061,A10,2888992,3958438
Bn1062,A05,4166884,4495098
Bn1063,A05,1040233,4159180
Bn1064,A03,1166219,3824635
Bn1065,A10,3289075,4938435
Bn1066,A05,1399534,3586702
Bn1067,A02,4896249,4961631
Bn1068,A08,4411578,4799139
Bn1069,A01,3463131,3726277
Bn1070,A01,2803558,3881475
Bn1071,A02,1418392,3506737
Bn1072,A03,2676802,3109555
Bn1073,A08,2862314,4975658
Bn1074,A09,4718340,4731617
Bn1075,A09,1095593,4009764
Bn1076,A03,2190620,3236646
Bn1077,A05,1454811,1755940
Bn1078,A03,1584324,4804358
Bn1079,A03,1231371,2662497
Bn1080,A06,3701295,4609032
Bn1081,A05,3966626,4680856
Bn1082,A09,2758927,3904424
Bn1083,A05,3152954,4768991
Bn1084,A05,3381565,4323455
Bn1085,A07,2258679,3319272
Bn1086,A02,3088733,3642171
Bn1087,A06,3779672,4268243
Bn1088,A10,4951786,4972966
Bn1089,A06,3323531,4750642
Bn1090,A07,2856017,3281075
Bn1091,A01,2147834,2641256
Bn1092,A09,3398368,3617416
Bn1093,A03,3782994,4987293
Bn1094,A01,3302382,4431672
Bn1095,A02,1903605,2241638
Bn1096,A03,3169289,4290178
Bn1097,A05,2958338,3462967
Bn1098,A07,3729500,3995202
Bn1099,A03,4703207,4739250
Bn1100,A06,4057597,4943045
Bn1101,A04,3682191,3824752
Bn1102,A04,3320795,3451385
Bn1103,A06,2922136,4760375
Bn1104,A01,1304307,4715269
Bn1105,A07,4593808,4768607
Bn1106,A06,1258714,3099342
Bn1107,A01,1957004,4598558
Bn1108,A09,4374603,4936844
Bn1109,A02,3354353,4218360
Bn1110,A05,2529247,3619172
Bn1111,A01,4256005,4702056
Bn1112,A05,2076637,3709157
Bn1113,A03,3293360,4518965
Bn1114,A09,2367154,4970697
Bn1115,A07,1582544,2201805
Bn1116,A06,2950850,2988232
Bn1117,A02,3518731,4522251
Bn1118,A06,1744525,2935909
Bn1119,A07,4727713,4982787
Bn1120,A03,4172935,4624102
Bn1121,A04,3900712,4388673
Bn1122,A09,2512668,4604978
Bn1123,A04,2429479,3076949
Bn1124,A10,1583669,3093016
Bn1125,A01,3339069,3479399
Bn1126,A08,2230518,4399065
Bn1127,A07,3058962,4978140
Bn1128,A04,1599669,4637061
Bn1129,A04,4157099,4750673
Bn1130,A04,1000624,3157311
Bn1131,A02,2104307,3158280
Bn1132,A10,1384444,2361421
Bn1133,A08,2645342,3119711
Bn1134,A07,3517372,4835041
Bn1135,A02,4022492,4940042
Bn1136,A05,4902623,4977730
Bn1137,A09,1680503,3903452
Bn1138,A04,2830076,4597815
Bn1139,A05,1805968,3829665
Bn1140,A10,3248771,4818942
Bn1141,A06,2306070,3432463
Bn1142,A03,4386774,4648723
Bn1143,A05,2857639,3111759
Bn1144,A10,4047791,4132499
Bn1145,A01,2815845,3205746
Bn1146,A08,4767606,4926952
Bn1147,A06,4633581,4640358
Bn1148,A03,4843151,4946873
Bn1149,A01,3602639,4000122
Bn1150,A02,4191551,4472752
Bn1151,A10,1364193,3978047
Bn1152,A03,1298270,4276661
Bn1153,A05,3626745,3721583
Bn1154,A03,1312504,3095327
Bn1155,A09,4710923,4745917
Bn1156,A06,2676537,4706820
Bn1157,A01,3045364,4262482
Bn1158,A01,2945437,4301479
Bn1159,A01,4901666,4985256
Bn1160,A05,3665618,4411606
Bn1161,A05,4611750,4983539
Bn1162,A03,1804887,3771406
Bn1163,A05,4973464,4975516
Bn1164,A02,2898236,4504766
Bn1165,A02,1035609,3851258
Bn1166,A08,1027892,1734724
Bn1167,A09,4566097,4675171
Bn1168,A06,3835342,4684718
Bn1169,A08,3137830,3262649
Bn1170,A04,4095453,4533258
Bn1171,A06,2038487,4509869
Bn1172,A10,2596337,3521715
Bn1173,A04,2488031,4206600
Bn1174,A09,4325862,4606395
Bn1175,A09,2576322,4319641
Bn1176,A07,3684044,4581117
Bn1177,A04,3030699,4259192
Bn1178,A05,4874645,4995625
Bn1179,A02,2138319,2564593
Bn1180,A03,4561048,4744719
Bn1181,A02,2863191,4974488
Bn1182,A06,1173296,1793910
Bn1183,A07,4299706,4695316
Bn1184,A08,2346528,3018327
Bn1185,A04,2539141,2854507
Bn1186,A07,1344992,4864934
Bn1187,A04,2638132,4291319
Bn1188,A10,1481275,1505870
Bn1189,A04,2124057,4660040
Bn1190,A02,2296379,2734158
Bn1191,A05,4283057,4781281
Bn1192,A03,4535258,4756875
Bn1193,A01,3266885,4750664
Bn1194,A03,1519896,3698750
Bn1195,A09,3869414,4153545
Bn1196,A01,1375779,4000305
Bn1197,A02,2661529,3588997
Bn1198,A06,2379881,4335912
Bn1199,A05,2041108,4081005
Bn1200,A02,1853624,4635735
Bn1201,A10,3553374,4575453
Bn1202,A09,2027504,3969960
Bn1203,A04,1585834,2958621
Bn1204,A07,3261496,3392518
Bn1205,A01,3113955,4387257
Bn1206,A06,1299112,3066205
Bn1207,A06,1523439,1970577
Bn1208,A09,4746195,4791800
Bn1209,A07,2676387,3177522
Bn1210,A06,2443826,2785271
Bn1211,A10,1702587,4809128
Bn1212,A07,4707787,4826356
Bn1213,A01,3491716,4655814
Bn1214,A05,3709492,4646493
Bn1215,A08,4825338,4950683
Bn1216,A06,3781800,4567841
Bn1217,A04,2031740,2367303
Bn1218,A07,3409813,4497507
Bn1219,A03,4472855,4535442
Bn1220,A03,2191153,2718004
Bn1221,A10,3731500,4137066
Bn1222,A04,1647584,2846512
Bn1223,A01,1827990,3065369
Bn1224,A09,4518491,4835003
Bn1225,A10,1785504,3239843
Bn1226,A05,1514464,3421411
Bn1227,A05,4455882,4659160
Bn1228,A07,2472864,3517546
Bn1229,A07,3483622,4289398
Bn1230,A06,2206931,3189654
Bn1231,A06,1909733,2799594
Bn1232,A09,2074403,2731982
Bn1233,A02,3826600,4937104
Bn1234,A01,4819670,4915708
Bn1235,A04,2338308,3581237
Bn1236,A05,4717714,4987099
Bn1237,A02,3597787,4478406
Bn1238,A04,2339117,4811307
Bn1239,A06,2452684,2565752
Bn1240,A08,1537719,4886136
Bn1241,A08,1471169,3374479
Bn1242,A03,3511494,4041488
Bn1243,A10,2584892,3781711
Bn1244,A01,1522334,2654489
Bn1245,A10,2375754,3086009
Bn1246,A09,1434063,1522006
Bn1247,A02,3385340,4040323
Bn1248,A10,2135844,3169905
Bn1249,A01,3846820,4215037
Bn1250,A06,4205736,4301064
Bn1251,A01,2620474,3564399
Bn1252,A01,1618069,3743731
Bn1253,A10,1870363,3556400
Bn1254,A05,4810903,4979968
Bn1255,A02,1801443,3037488
Bn1256,A02,1426173,2135839
Bn1257,A06,2409436,4891978
Bn1258,A01,1374424,4298805
Bn1259,A08,3385082,4992462
Bn1260,A07,1158468,3195120
Bn1261,A02,1467050,1967605
Bn1262,A05,1802879,3133605
Bn1263,A02,3028468,4199989
Bn1264,A04,3526917,4287321
Bn1265,A03,1111570,2823866
Bn1266,A10,3065145,4715237
Bn1267,A03,3099021,3744604
Bn1268,A07,2710367,3604137
Bn1269,A10,4355505,4926668
Bn1270,A03,1759115,4907251
Bn1271,A08,1630900,2211095
Bn1272,A02,4791648,4918000
Bn1273,A07,3575449,4507699
Bn1274,A07,3477769,3762174
Bn1275,A05,3146940,3555650
Bn1276,A01,3658683,4296677
Bn1277,A10,4284591,4437620
Bn1278,A04,1261717,2135937
Bn1279,A06,3840095,4486516
Bn1280,A02,1937257,3623140
Bn1281,A08,4234289,4295716
Bn1282,A09,4088589,4897596
Bn1283,A02,2952723,3917487
Bn1284,A08,4251296,4355570
Bn1285,A06,4625966,4774373
Bn1286,A04,4161765,4515497
Bn1287,A04,1139116,2413781
Bn1288,A01,1668615,1759671
Bn1289,A05,4975234,4999377
Bn1290,A01,1385003,3192209
Bn1291,A02,4132457,4587809
Bn1292,A01,3220804,3645508
Bn1293,A09,4900197,4942105
Bn1294,A03,3495112,4099936
Bn1295,A03,4860593,4937250
Bn1296,A01,1922527,2643674
Bn1297,A01,4390312,4608671
Bn1298,A06,4597236,4693094
Bn1299,A09,4770801,4949998
Bn1300,A02,2086638,2728027
Bn1301,A02,2286093,3256805
Bn1302,A08,3448348,4452694
Bn1303,A06,3115451,3947016
Bn1304,A10,4267171,4735324
Bn1305,A10,3973613,4743561
Bn1306,A03,1871489,2884756
Bn1307,A08,3760462,4250463
Bn1308,A04,1542095,2245842
Bn1309,A03,4828354,4900982
Bn1310,A06,2229257,2805212
Bn1311,A03,3503896,4579443
Bn1312,A10,3220165,4772733
Bn1313,A08,4510106,4813472
Bn1314,A05,2880635,3854571
Bn1315,A10,2201717,4951297
Bn1316,A03,2980620,4802136
Bn1317,A10,2264747,4878408
Bn1318,A06,2212197,3742006
Bn1319,A06,3246526,3878327
Bn1320,A03,1484814,3918344
Bn1321,A01,3708449,3982692
Bn1322,A01,1834359,3312024
Bn1323,A01,1827893,3058021
Bn1324,A06,4378892,4766796
Bn1325,A08,4402119,4920662
Bn1326,A03,3628640,3762545
Bn1327,A01,2514754,3121668
Bn1328,A10,2216225,3167959
Bn1329,A10,1806575,3816388
Bn1330,A08,3557353,3889127
Bn1331,A02,2287631,3721456
Bn1332,A07,1874107,2311655
Bn1333,A10,3658217,4815303
Bn1334,A03,1505904,3819050
Bn1335,A09,3385977,4759384
Bn1336,A07,1203444,3990142
Bn1337,A04,4717282,4721749
Bn1338,A05,2294153,4972020
Bn1339,A09,3921678,4211733
Bn1340,A03,1814213,3235652
Bn1341,A04,3680085,3948315
Bn1342,A04,1546850,3651024
Bn1343,A01,3778769,3933064
Bn1344,A03,1441571,4157713
Bn1345,A03,1588734,2915129
Bn1346,A09,4604349,4902038
Bn1347,A09,3698268,4955583
Bn1348,A09,4115318,4530878
Bn1349,A08,2399371,4911341
Bn1350,A01,4003117,4213507
Bn1351,A06,4985939,4992759
Bn1352,A09,2753971,4040988
Bn1353,A04,3394635,4294198
Bn1354,A09,2478324,2954792
Bn1355,A09,4906128,4907284
Bn1356,A03,4701076,4748698
Bn1357,A03,1501062,2022725
Bn1358,A01,4108559,4788594
Bn1359,A06,1368013,4139448
Bn1360,A01,2115349,3055608
Bn1361,A08,3728012,4175865
Bn1362,A10,4329889,4495026
Bn1363,A04,1649797,3451283
Bn1364,A07,2021118,4994964
Bn1365,A10,2391825,3873450
Bn1366,A04,3117301,4102236
Bn1367,A10,3633773,3855984
Bn1368,A09,1286009,2370068
Bn1369,A05,2838476,4785147
Bn1370,A03,1746946,3018141
Bn1371,A01,1489320,2947590
Bn1372,A07,1495960,4374056
Bn1373,A02,2443194,2761493
Bn1374,A07,1987157,3320878
Bn1375,A07,2518479,3544077
Bn1376,A05,3060442,3946882
Bn1377,A02,3562927,4209803
Bn1378,A07,4259811,4899171
Bn1379,A10,1160001,4031342
Bn1380,A10,4808685,4997597
Bn1381,A09,4434476,4666766
Bn1382,A09,2314878,4398013
Bn1383,A06,3868571,4060747
Bn1384,A10,2130620,3634322
Bn1385,A05,2948700,3432532
Bn1386,A07,3752231,4527257
Bn1387,A02,1690323,1842934
Bn1388,A07,2846931,3194847
Bn1389,A10,2919597,4596740
Bn1390,A05,4157485,4371635
Bn1391,A08,1486869,1754315
Bn1392,A05,3543207,4161073
Bn1393,A06,3036605,4671138
Bn1394,A03,4143897,4734560
Bn1395,A02,3884456,4424430
Bn1396,A07,4755219,4943229
Bn1397,A02,3554069,3819185
Bn1398,A03,3066305,4229292
Bn1399,A03,3194082,3606917
Bn1400,A10,2239204,3051952
Bn1401,A03,4372746,4621525
Bn1402,A09,3399226,3544353
Bn1403,A08,4640062,4779533
Bn1404,A06,3722542,4738470
Bn1405,A07,3027587,4350574
Bn1406,A01,4726171,4832253
Bn1407,A01,3007768,3242288
Bn1408,A04,4088185,4882355
Bn1409,A09,4198275,4574264
Bn1410,A09,2715311,3635704
Bn1411,A08,4542082,4976129
Bn1412,A05,2165022,2846944
Bn1413,A04,2885856,3970908
Bn1414,A04,4360087,4795772
Bn1415,A08,4819724,4842328
Bn1416,A01,3867182,4177274
Bn1417,A07,3631392,4806158
Bn1418,A01,4088268,4783104
Bn1419,A10,4886096,4966533
Bn1420,A01,1599155,1753545
Bn1421,A04,1386359,4994025
Bn1422,A04,1152161,3168766
Bn1423,A10,2535292,3276560
Bn1424,A02,4734531,4767498
Bn1425,A02,1826451,2291257
Bn1426,A09,1537291,3609121
Bn1427,A04,1894825,3518327
Bn1428,A07,4983580,4993395
Bn1429,A09,4268476,4884941
Bn1430,A10,2237240,3441020
Bn1431,A09,1638697,3134414
Bn1432,A03,3155080,4847339
Bn1433,A05,3770635,3847926
Bn1434,A05,3076909,3684091
Bn1435,A03,2858957,3883107
Bn1436,A08,1533873,2610568
Bn1437,A10,2414904,4873050
Bn1438,A05,2595566,3856703
Bn1439,A04,4226699,4678533
Bn1440,A08,1517100,3739010
Bn1441,A08,2034468,4347105
Bn1442,A04,4867654,4928667
Bn1443,A03,4753839,4842489
Bn1444,A07,2915680,4478744
Bn1445,A08,1309970,4200236
Bn1446,A08,4729807,4907579
Bn1447,A08,2870516,3731047
Bn1448,A05,4067906,4881186
Bn1449,A08,1040797,1103580
Bn1450,A07,4561550,4953840
Bn1451,A02,1202734,4495082
Bn1452,A02,4239565,4902783
Bn1453,A03,4708993,4830910
Bn1454,A05,2525624,4960566
Bn1455,A09,4120617,4183811
Bn1456,A03,2284367,3589622
Bn1457,A10,1981949,4346169
Bn1458,A08,2076050,4480379
Bn1459,A08,1064660,4827930
Bn1460,A02,1250798,2789169
Bn1461,A08,1303149,2419577
Bn1462,A07,4452600,4513699
Bn1463,A08,1544133,2254421
Bn1464,A10,3712689,4107326
Bn1465,A10,1943621,3200727
Bn1466,A05,3927367,4863792
Bn1467,A01,4281824,4648344
Bn1468,A05,4891220,4891350
Bn1469,A01,3928988,4211887
Bn1470,A09,3366465,4312602
Bn1471,A01,1703892,2025175
Bn1472,A09,2932469,4629432
Bn1473,A05,2148427,3005525
Bn1474,A04,1672906,3016964
Bn1475,A08,1288551,4584589
Bn1476,A05,3724311,3937582
Bn1477,A04,4794620,4806378
Bn1478,A06,3941741,4964928
Bn1479,A01,2967270,4577384
Bn1480,A09,2263915,3825039
Bn1481,A05,1396666,3601702
Bn1482,A10,4495415,4929364
Bn1483,A01,1144191,2187854
Bn1484,A10,3473859,4653245
Bn1485,A03,1077861,1966058
Bn1486,A06,4998812,4998958
Bn1487,A03,1515116,2554442
Bn1488,A04,3795886,4680552
Bn1489,A08,3357076,4684963
Bn1490,A04,2085671,4620744
Bn1491,A07,3953045,4196206
Bn1492,A04,2949674,3533876
Bn1493,A06,2565288,4403542
Bn1494,A08,2230022,4903240
Bn1495,A04,2918557,4552823
Bn1496,A09,1978192,2463030
Bn1497,A05,1014571,4787553
Bn1498,A07,2657195,3903551
Bn1499,A10,2535208,2665960
Bn1500,A10,2093668,3645790
Bn1501,A03,1766128,4169865
Bn1502,A05,3422560,4851335
Bn1503,A10,4831574,4922248
Bn1504,A01,3479092,4124942
Bn1505,A07,4474801,4872797
Bn1506,A04,2412053,2983679
Bn1507,A01,3069853,4483234
Bn1508,A10,3400158,3690553
Bn1509,A04,4250982,4669710
Bn1510,A01,3655845,3748861
Bn1511,A08,2781411,4466366
Bn1512,A08,1940172,4668559
Bn1513,A04,1318180,4966000
Bn1514,A04,3987918,4344152
Bn1515,A10,3138800,4847067
Bn1516,A03,2294655,2398340
Bn1517,A09,2997661,4801979
Bn1518,A01,3845353,3906485
Bn1519,A08,3891209,3983298
Bn1520,A04,3695069,4495311
Bn1521,A05,3623882,4240491
Bn1522,A07,3017081,3746118
Bn1523,A10,3006415,3756517
Bn1524,A05,2817342,4951603
Bn1525,A10,1829301,3453207
Bn1526,A07,2231059,2694865
Bn1527,A09,4456963,4608543
Bn1528,A03,4380953,4688542
Bn1529,A02,3723525,4843116
Bn1530,A06,1544713,1891159
Bn1531,A06,1354512,1478033
Bn1532,A04,2132643,2471653
Bn1533,A08,3860865,4798921
Bn1534,A05,4430550,4442291
Bn1535,A07,2059736,4035133
Bn1536,A08,2954571,3892923
Bn1537,A07,3599626,4168818
Bn1538,A03,2347296,2918235
Bn1539,A05,2835648,4700731
Bn1540,A09,3717499,3992011
Bn1541,A09,1218240,4033358
Bn1542,A03,2555331,3378479
Bn1543,A05,2227353,2810999
Bn1544,A09,2930177,3971838
Bn1545,A10,4680052,4695221
Bn1546,A06,4925963,4987102
Bn1547,A06,4936898,4943724
Bn1548,A06,1491073,3387192
Bn1549,A01,2557894,3660035
Bn1550,A07,1699627,4673426
Bn1551,A06,4133056,4737038
Bn1552,A08,2927460,3000607
Bn1553,A04,2307715,3695838
Bn1554,A01,4708587,4854423
Bn1555,A07,1860876,4566032
Bn1556,A01,4661461,4776360
Bn1557,A01,4530900,4804762
Bn1558,A05,1624651,3291431
Bn1559,A02,3498205,3770597
Bn1560,A09,4569786,4572389
Bn1561,A04,3837474,4401882
Bn1562,A10,3796226,4175167
Bn1563,A08,3465921,3989504
Bn1564,A03,2907216,4719467
Bn1565,A06,4066736,4714379
Bn1566,A04,4246732,4327762
Bn1567,A06,4552856,4661672
Bn1568,A04,2494211,4166804
Bn1569,A01,2138902,2204205
Bn1570,A07,1954569,4978163
Bn1571,A03,1588379,4803290
Bn1572,A10,1625478,3371688
Bn1573,A08,3482198,4405996
Bn1574,A09,3227009,3807491
Bn1575,A08,4131340,4395312
Bn1576,A10,2467178,3528218
Bn1577,A01,4797380,4833609
Bn1578,A03,3571050,4637972
Bn1579,A01,3695074,4087925
Bn1580,A06,2014803,4396630
Bn1581,A09,1107125,2641551
Bn1582,A08,1351611,2504859
Bn1583,A10,2589871,4695005
Bn1584,A01,1743300,3754057
Bn1585,A01,3789952,4955156
Bn1586,A08,1233721,2244048
Bn1587,A01,4394249,4767832
Bn1588,A01,4193850,4874687
Bn1589,A08,4641186,4775789
Bn1590,A09,1976482,2477422
Bn1591,A07,1129861,3572841
Bn1592,A10,1570867,2758742
Bn1593,A04,2321237,2925818
Bn1594,A05,4319545,4646181
Bn1595,A08,2112218,3593890
Bn1596,A05,3805494,4506962
Bn1597,A06,2035853,3448925
Bn1598,A08,1684927,3890000
Bn1599,A05,1819639,2491074
Bn1600,A09,1890920,3525183
Bn1601,A01,4465458,4584202
Bn1602,A05,1800531,3235242
Bn1603,A02,3514319,3623420
Bn1604,A05,4622248,4760845
Bn1605,A07,3511018,3881781
Bn1606,A02,4809288,4839136
Bn1607,A02,1691150,4543780
Bn1608,A01,2303147,4817596
Bn1609,A10,3392416,4912900
Bn1610,A08,1091647,3373800
Bn1611,A04,4160331,4224697
Bn1612,A08,2093424,3661917
Bn1613,A09,3792120,3852064
Bn1614,A06,4527680,4938088
Bn1615,A07,2693807,3258963
Bn1616,A10,1563752,1652141
Bn1617,A08,1343888,2330563
Bn1618,A02,2286898,2713827
Bn1619,A06,2373691,3115830
Bn1620,A04,3202421,3522993
Bn1621,A09,2261116,4635620
Bn1622,A04,4669310,4807741
Bn1623,A08,1026299,3728021
Bn1624,A05,3063556,4010720
Bn1625,A04,3952259,4456938
Bn1626,A10,1470988,2649706
Bn1627,A02,3403334,3506613
Bn1628,A06,3331563,3702229
Bn1629,A08,1757505,2383252
Bn1630,A01,1325347,2225013
Bn1631,A04,4212451,4840516
Bn1632,A07,1065892,1569010
Bn1633,A02,1460226,4046653
Bn1634,A03,4349565,4484972
Bn1635,A10,2277254,2666838
Bn1636,A10,3347331,4723608
Bn1637,A09,1798189,4357446
Bn1638,A07,3857590,4361748
Bn1639,A02,4526088,4765307
Bn1640,A08,3505460,4300086
Bn1641,A02,1158161,4323517
Bn1642,A01,3658967,4704681
Bn1643,A07,4836192,4930156
Bn1644,A07,2234473,3595212
Bn1645,A10,4851850,4898651
Bn1646,A03,2322154,3324292
