Chromosomes,Gene,Start,End,Size,Type
chr01,Bn566,19168146,98939831,79771685,CNL
chr01,Bn567,98240799,98733035,492236,RLK
chr01,Bn568,59038730,74715061,15676331,TN
chr01,Bn569,64903701,97869777,32966076,CN
chr01,Bn570,12721424,58375019,45653595,TN
chr01,Bn571,23221315,35148591,11927276,RLK
chr01,Bn572,10333325,10423984,90659,CNL
chr01,Bn573,15141331,53659175,38517844,RLK
chr01,Bn574,3608611,41140147,37531536,CNL
chr01,Bn575,43956919,45308261,1351342,NBS
chr01,Bn576,42907801,45318672,2410871,NBS
chr01,Bn577,81262559,82605082,1342523,RLP
chr01,Bn578,99895756,99929849,34093,NBS
chr01,Bn579,57573873,76895734,19321861,NBS
chr01,Bn580,19421470,54879732,35458262,TN
chr01,Bn581,94121228,96659899,2538671,CNL
chr01,Bn582,63906110,93997256,30091146,TN
chr01,Bn583,11008445,51115676,40107231,NBS
chr01,Bn584,88718940,95942889,7223949,TN
chr01,Bn585,12071827,58444754,46372927,RLP
chr01,Bn586,30235134,41960614,11725480,NBS
chr01,Bn587,61997175,71181169,9183994,RLK
chr01,Bn588,42359474,83722512,41363038,TN
chr01,Bn589,43356358,98478122,55121764,CN
chr01,Bn590,65271856,66608930,1337074,NBS
chr01,Bn591,66082509,94833040,28750531,TN
chr01,Bn592,66335185,68770713,2435528,NBS
chr01,Bn593,18655775,56576288,37920513,CNL
chr01,Bn594,14847365,28679538,13832173,TN
chr01,Bn595,21921112,52094788,30173676,CN
chr01,Bn596,41760878,94795398,53034520,NBS
chr01,Bn597,48313376,99318918,51005542,NBS
chr01,Bn598,26392343,73017362,46625019,TN
chr01,Bn599,14065442,70650149,56584707,TN
chr01,Bn600,75180054,77798248,2618194,NBS
chr01,Bn601,38676090,53370367,14694277,TN
chr01,Bn602,77197185,79562294,2365109,CNL
chr01,Bn603,67955056,74769204,6814148,TNL
chr01,Bn604,69464092,91680155,22216063,CN
chr01,Bn605,58358898,82983393,24624495,RLK
chr01,Bn606,84027653,92216650,8188997,NBS
chr01,Bn607,28780135,57545076,28764941,TN
chr01,Bn608,67676901,70148643,2471742,CNL
chr01,Bn609,91993525,95873795,3880270,TNL
chr01,Bn610,12857008,40560703,27703695,NBS
chr01,Bn611,26277293,64826760,38549467,TN
chr01,Bn612,92072214,98192801,6120587,RLK
chr01,Bn613,99553258,99697828,144570,CN
chr01,Bn614,16494942,83059433,66564491,RLK
chr01,Bn615,96311132,99279461,2968329,RLK
chr01,Bn616,46080030,71295533,25215503,TNL
chr01,Bn617,90382305,92559693,2177388,NBS
chr01,Bn618,4876141,99176690,94300549,RLP
chr01,Bn619,25594466,30128031,4533565,TN
chr01,Bn620,36723987,40913551,4189564,TN
chr01,Bn621,34817691,79603049,44785358,CN
chr01,Bn622,42040120,68060127,26020007,TN
chr01,Bn623,87124167,97694011,10569844,TN
chr01,Bn624,92482250,97140688,4658438,NBS
chr01,Bn625,9431474,30426242,20994768,TN
chr01,Bn626,86836434,95704173,8867739,TNL
chr01,Bn627,83251248,89827647,6576399,CN
chr01,Bn628,68683851,71855765,3171914,CNL
chr01,Bn629,36558280,45597461,9039181,CNL
chr01,Bn630,83665319,95443253,11777934,CN
chr01,Bn631,5157191,51529109,46371918,RLK
chr01,Bn632,68894768,69298427,403659,CN
chr01,Bn633,58913691,97944277,39030586,CN
chr01,Bn634,5686454,8714481,3028027,RLK
chr01,Bn635,6892015,20335383,13443368,RLK
chr01,Bn636,50941235,75635212,24693977,CN
chr01,Bn637,24603703,63813403,39209700,TNL
chr01,Bn638,78908728,81613918,2705190,NBS
chr01,Bn639,75149282,78892064,3742782,TN
chr01,Bn640,38045556,68047080,30001524,NBS
chr01,Bn641,69679279,91157360,21478081,RLP
chr01,Bn642,17090336,31031054,13940718,CN
chr01,Bn643,5434519,19588843,14154324,NBS
chr01,Bn644,96764435,96853318,88883,NBS
chr01,Bn645,99020981,99849415,828434,RLK
chr01,Bn646,68140753,92058416,23917663,CN
chr01,Bn647,91192439,98920581,7728142,TNL
chr01,Bn648,10247800,23314823,13067023,TNL
chr01,Bn649,80200874,97364135,17163261,RLP
chr01,Bn650,60999849,62554546,1554697,CN
chr01,Bn651,73243406,88249075,15005669,TNL
chr01,Bn652,64808758,79219182,14410424,RLP
chr01,Bn653,70308123,95957665,25649542,TNL
chr01,Bn654,73627360,89289516,15662156,RLK
chr01,Bn655,80066316,88344568,8278252,TN
chr01,Bn656,19192649,49714247,30521598,TN
chr01,Bn657,8354582,28740372,20385790,TN
chr01,Bn658,47213444,66706467,19493023,CNL
chr01,Bn659,68914379,79750552,10836173,CNL
chr01,Bn660,6564401,63239184,56674783,RLK
chr01,Bn661,72544112,91001154,18457042,TNL
chr01,Bn662,24309716,61877160,37567444,RLK
chr01,Bn663,77578486,81596430,4017944,RLK
chr01,Bn664,50395089,80479896,30084807,TN
chr01,Bn665,86900912,96156895,9255983,CNL
chr01,Bn666,76184202,99757281,23573079,TNL
chr01,Bn667,41673727,71167927,29494200,RLK
chr01,Bn668,56631674,88718953,32087279,RLP
chr01,Bn669,2470397,76583418,74113021,RLP
chr01,Bn670,29420077,56761052,27340975,TN
chr01,Bn671,21585131,73504828,51919697,RLP
chr01,Bn672,36807197,50193650,13386453,CN
chr01,Bn673,1402145,87007185,85605040,NBS
chr01,Bn674,57376014,98651765,41275751,TN
chr01,Bn675,81265507,83840754,2575247,RLP
chr01,Bn676,56893942,58166495,1272553,TN
chr01,Bn677,21777542,96005410,74227868,TNL
chr01,Bn678,56928173,77343709,20415536,CNL
chr01,Bn679,24558315,68676478,44118163,CNL
chr01,Bn680,35521793,75693588,40171795,RLP
chr01,Bn681,68994355,86898629,17904274,NBS
chr01,Bn682,1737444,18717459,16980015,RLK
chr01,Bn683,16669859,58587760,41917901,RLP
chr01,Bn684,92092732,98824605,6731873,TN
chr01,Bn685,24004305,77469217,53464912,TN
chr01,Bn686,99624828,99790282,165454,TN
chr01,Bn687,17287707,99634975,82347268,CN
chr01,Bn688,16333061,27895972,11562911,TN
chr01,Bn689,73637779,76033841,2396062,CNL
chr01,Bn690,99751709,99991254,239545,CNL
chr01,Bn691,39742871,50596879,10854008,RLP
chr01,Bn692,73827187,83205373,9378186,NBS
chr01,Bn693,27463405,45468142,18004737,NBS
chr01,Bn694,87582401,99576429,11994028,TNL
chr01,Bn695,97885904,99032239,1146335,CN
chr01,Bn696,46291327,74283891,27992564,CNL
chr01,Bn697,56241243,78696737,22455494,TNL
chr01,Bn698,23376989,40946347,17569358,TNL
chr01,Bn699,4177605,70115083,65937478,RLP
chr01,Bn700,59575605,81337919,21762314,TNL
chr01,Bn701,63437069,71335144,7898075,TNL
chr01,Bn702,86511355,99791492,13280137,RLP
chr01,Bn703,22430095,60477562,38047467,CN
chr01,Bn704,82580109,98780016,16199907,RLP
chr01,Bn705,19874097,81352953,61478856,TNL
chr01,Bn706,35709748,48316392,12606644,CN
chr01,Bn707,40657711,60132318,19474607,RLK
chr01,Bn708,69131111,69489219,358108,RLK
chr01,Bn709,84387154,84793080,405926,NBS
chr01,Bn710,24751817,73722686,48970869,NBS
chr01,Bn711,41882077,81095591,39213514,TNL
chr01,Bn712,51684013,69387129,17703116,RLP
chr01,Bn713,72514161,74589345,2075184,TNL
chr01,Bn714,36459956,81187159,44727203,RLK
chr01,Bn715,22605515,79518387,56912872,TN
chr01,Bn716,33749176,55943635,22194459,TN
chr01,Bn717,47080733,56369235,9288502,NBS
chr01,Bn718,21512564,46966043,25453479,NBS
chr01,Bn719,17385168,37633165,20247997,CN
chr01,Bn720,10007760,66147420,56139660,NBS
chr01,Bn721,17587184,48161623,30574439,CNL
chr01,Bn722,31645535,90157558,58512023,TNL
chr01,Bn723,92433551,93591219,1157668,TN
chr01,Bn724,47427067,80335728,32908661,CNL
chr01,Bn725,50620233,52121330,1501097,TNL
chr01,Bn726,21355800,98694512,77338712,NBS
chr01,Bn727,98912149,99905040,992891,TN
chr01,Bn728,96478377,97130836,652459,TN
chr01,Bn729,14450978,53377317,38926339,TNL
chr01,Bn730,79871780,86451807,6580027,CN
chr01,Bn731,13961747,64045825,50084078,CN
chr01,Bn732,65721299,95614056,29892757,RLP
chr01,Bn733,64259448,92485012,28225564,CNL
chr01,Bn734,80184145,86322247,6138102,RLK
chr01,Bn735,90881242,99318485,8437243,RLK
chr01,Bn736,92451273,95480543,3029270,TN
chr01,Bn737,74049115,77553596,3504481,RLK
chr01,Bn738,38882123,45282085,6399962,RLP
chr01,Bn739,9125928,98584330,89458402,NBS
chr01,Bn740,67291715,98329482,31037767,TN
chr01,Bn741,54706134,92934720,38228586,NBS
chr01,Bn742,71300274,96346760,25046486,CNL
chr01,Bn743,28608528,94514994,65906466,TNL
chr01,Bn744,32842431,92116861,59274430,RLP
chr01,Bn745,74015455,88604218,14588763,RLP
chr01,Bn746,1677645,97987187,96309542,RLK
chr01,Bn747,17851043,54454385,36603342,CN
chr01,Bn748,93846768,99008361,5161593,CN
chr01,Bn749,72664161,81472408,8808247,TNL
chr01,Bn750,30041777,59351702,29309925,RLP
chr01,Bn751,9830242,88150343,78320101,RLK
chr01,Bn752,39655426,80328768,40673342,RLP
chr01,Bn753,60501958,91276789,30774831,CN
chr01,Bn754,80236932,93006732,12769800,CNL
chr01,Bn755,2032178,4274835,2242657,CNL
chr01,Bn756,71714677,82619533,10904856,RLK
chr01,Bn757,73085684,80849703,7764019,TN
chr01,Bn758,50798694,89933862,39135168,NBS
chr01,Bn759,26083785,64645644,38561859,CN
chr01,Bn760,63589439,75588242,11998803,NBS
chr01,Bn761,66246942,75348441,9101499,TN
chr01,Bn762,57248465,72493190,15244725,TN
chr01,Bn763,42534293,82073603,39539310,CN
chr01,Bn764,77286936,92031495,14744559,RLK
chr01,Bn765,52611014,70280787,17669773,TNL
chr01,Bn766,11685102,26432091,14746989,TN
chr01,Bn767,85729189,92708751,6979562,CN
chr01,Bn768,41635652,99180129,57544477,RLP
chr01,Bn769,42667786,69461991,26794205,CN
chr01,Bn770,66117582,66343702,226120,CN
chr01,Bn771,62341424,98945563,36604139,CNL
chr01,Bn772,96508771,97019025,510254,CNL
chr01,Bn773,8893624,35088389,26194765,NBS
chr01,Bn774,51854544,94830383,42975839,TNL
chr01,Bn775,72517641,98085665,25568024,TNL
chr01,Bn776,81631934,98733181,17101247,RLP
chr01,Bn777,82001293,85203257,3201964,CN
chr01,Bn778,68442530,73554326,5111796,RLK
chr01,Bn779,82558742,86244320,3685578,NBS
chr01,Bn780,64501264,92868053,28366789,CNL
chr01,Bn781,19255974,56675699,37419725,TN
chr01,Bn782,12232788,33633355,21400567,NBS
chr01,Bn783,69186135,85226159,16040024,TNL
chr01,Bn784,53775664,71256761,17481097,TNL
chr01,Bn785,31974691,91971880,59997189,RLP
chr01,Bn786,4450264,99957741,95507477,TN
chr01,Bn787,18686205,64567935,45881730,CNL
chr01,Bn788,12715980,61786698,49070718,TNL
chr01,Bn789,34601471,75322539,40721068,TN
chr01,Bn790,4135287,91356429,87221142,CN
chr01,Bn791,99757875,99798880,41005,RLK
chr01,Bn792,56394983,90069604,33674621,RLK
chr01,Bn793,51303152,55879860,4576708,RLP
chr01,Bn794,96038271,99912374,3874103,RLK
chr01,Bn795,59782357,98669506,38887149,CNL
chr01,Bn796,57340744,82178064,24837320,NBS
chr01,Bn797,94559224,94897332,338108,TN
chr01,Bn798,31344580,61928322,30583742,TN
chr01,Bn799,7622751,67696642,60073891,CN
chr01,Bn800,16629436,66934377,50304941,NBS
chr01,Bn801,90656248,93166393,2510145,CNL
chr01,Bn802,10536634,57680281,47143647,NBS
chr01,Bn803,99765974,99913787,147813,RLP
chr01,Bn804,35514572,47000100,11485528,RLK
chr01,Bn805,53061443,63159451,10098008,RLK
chr01,Bn806,7195951,25189926,17993975,RLK
chr01,Bn807,73129852,77653742,4523890,CN
chr01,Bn808,35008152,35674103,665951,RLP
chr01,Bn809,61333285,66780916,5447631,TN
chr01,Bn810,33798842,89626222,55827380,CNL
chr01,Bn811,36943015,77959700,41016685,CNL
chr01,Bn812,99981958,99982077,119,RLP
chr01,Bn813,31295898,32796964,1501066,RLP
chr01,Bn814,61506180,88728792,27222612,CNL
chr01,Bn815,44124797,88377655,44252858,RLK
chr01,Bn816,2967303,75778621,72811318,TNL
chr01,Bn817,88629333,92253544,3624211,TN
chr01,Bn818,30954652,69207175,38252523,TNL
chr01,Bn819,96863652,98192913,1329261,TNL
chr01,Bn820,9488921,74959837,65470916,CN
chr01,Bn821,63903590,87879305,23975715,NBS
chr01,Bn822,10964560,28433323,17468763,TN
chr01,Bn823,17880206,47951288,30071082,CN
chr01,Bn824,35208489,78900736,43692247,TN
chr01,Bn825,42642908,65859911,23217003,TN
chr01,Bn826,86192151,94376191,8184040,CN
chr01,Bn827,88239082,98734339,10495257,CN
chr01,Bn828,48794953,50845336,2050383,CNL
chr01,Bn829,9643972,83353303,73709331,TN
chr01,Bn830,87312304,99901085,12588781,TN
chr01,Bn831,81104809,98325209,17220400,NBS
chr01,Bn832,62827297,89764321,26937024,RLK
chr01,Bn833,53205008,53842014,637006,TN
chr01,Bn834,48265069,85513118,37248049,TN
chr01,Bn835,51997458,96899879,44902421,NBS
chr01,Bn836,87793292,98126390,10333098,RLK
chr01,Bn837,88381371,93770369,5388998,CN
chr01,Bn838,52594296,78883764,26289468,CNL
chr01,Bn839,68211367,68864854,653487,NBS
chr01,Bn840,96480703,99310748,2830045,CNL
chr01,Bn841,93503788,99299648,5795860,CNL
chr01,Bn842,93181717,99154773,5973056,TN
chr01,Bn843,32446930,76925024,44478094,CN
chr01,Bn844,48769320,77044960,28275640,RLP
chr01,Bn845,84821588,91435949,6614361,RLP
chr01,Bn846,86989056,91535992,4546936,CNL
chr01,Bn847,79447871,81302722,1854851,RLP
chr01,Bn848,33541114,72722675,39181561,RLK
chr01,Bn849,82636208,87452968,4816760,CN
chr01,Bn850,83483606,94007274,10523668,RLK
chr01,Bn851,61287353,73865669,12578316,RLK
chr01,Bn852,11764974,28492406,16727432,TNL
chr01,Bn853,93272517,93300928,28411,RLK
chr01,Bn854,65399539,81382763,15983224,CN
chr01,Bn855,22217966,80594507,58376541,CNL
chr01,Bn856,17879905,49184730,31304825,TNL
chr01,Bn857,54844557,72922679,18078122,RLP
chr01,Bn858,11567896,96028593,84460697,NBS
chr01,Bn859,11992576,75955687,63963111,TN
chr01,Bn860,25031771,86461711,61429940,TN
chr01,Bn861,71895603,73899012,2003409,CNL
chr01,Bn862,4663053,71899257,67236204,CNL
chr01,Bn863,27169623,60363329,33193706,RLP
chr01,Bn864,76058179,76307522,249343,RLK
chr01,Bn865,19379627,57689178,38309551,TNL
chr01,Bn866,18699768,99119122,80419354,RLP
chr01,Bn867,81639436,82081707,442271,RLK
chr01,Bn868,76089948,77042995,953047,TN
chr01,Bn869,99323353,99633227,309874,CNL
chr01,Bn870,92476084,96679955,4203871,TN
chr01,Bn871,51794067,80868375,29074308,CN
chr01,Bn872,28147975,50151527,22003552,TNL
chr01,Bn873,29907192,59836806,29929614,TN
chr01,Bn874,52068902,58731437,6662535,RLK
chr01,Bn875,43523787,56455250,12931463,CN
chr01,Bn876,23047261,93013031,69965770,RLK
chr01,Bn877,79678293,89055141,9376848,TN
chr01,Bn878,85702791,86871916,1169125,TN
chr01,Bn879,41020700,42346096,1325396,CNL
chr01,Bn880,18314114,40160091,21845977,CNL
chr01,Bn881,74164355,93003698,18839343,RLK
chr01,Bn882,78781536,99332869,20551333,CNL
chr01,Bn883,15080074,24814710,9734636,CNL
chr01,Bn884,24048020,29413369,5365349,TN
chr01,Bn885,41230181,75008191,33778010,TNL
chr01,Bn886,34765883,98627968,63862085,CN
chr01,Bn887,45753404,66462164,20708760,RLP
chr01,Bn888,62430189,88192150,25761961,NBS
chr01,Bn889,38575645,59476428,20900783,TNL
chr01,Bn890,73360276,76517972,3157696,CNL
chr01,Bn891,77416504,79517066,2100562,CNL
chr01,Bn892,22587944,33791333,11203389,RLK
chr01,Bn893,77156944,78904651,1747707,CN
chr01,Bn894,1958087,74865010,72906923,TN
chr01,Bn895,64125821,74089955,9964134,CN
chr01,Bn896,7024223,22578104,15553881,TN
chr01,Bn897,92206294,97458555,5252261,CNL
chr01,Bn898,83401282,99214580,15813298,TN
chr01,Bn899,49969285,78752728,28783443,RLK
chr01,Bn900,55975763,66086352,10110589,CNL
chr01,Bn901,87606284,95971483,8365199,CN
chr01,Bn902,56379433,65654688,9275255,NBS
chr01,Bn903,13287913,96098194,82810281,RLP
chr01,Bn904,25225642,41125939,15900297,RLP
chr01,Bn905,7676199,51112247,43436048,CN
chr01,Bn906,4438048,94331799,89893751,TN
chr01,Bn907,91700363,96719674,5019311,NBS
chr01,Bn908,92493091,95874303,3381212,RLK
chr01,Bn909,71608479,97917830,26309351,RLK
chr01,Bn910,1883803,84219968,82336165,NBS
chr01,Bn911,92110927,95252125,3141198,NBS
chr01,Bn912,5439035,13528552,8089517,NBS
chr01,Bn913,35551715,86193341,50641626,CNL
chr01,Bn914,17728395,28108222,10379827,CNL
chr01,Bn915,15358583,25012593,9654010,NBS
chr01,Bn916,60754275,84294258,23539983,TN
chr01,Bn917,97191493,99008020,1816527,RLK
chr01,Bn918,57920876,89074537,31153661,TN
chr01,Bn919,26445317,27081231,635914,RLP
chr01,Bn920,42830662,45572059,2741397,TNL
chr01,Bn921,95282458,97694115,2411657,TNL
chr01,Bn922,34486674,70726112,36239438,NBS
chr01,Bn923,99012298,99985995,973697,RLK
chr01,Bn924,21590664,36019225,14428561,CN
chr01,Bn925,74871032,87333262,12462230,RLP
chr01,Bn926,27276269,71266180,43989911,RLK
chr01,Bn927,60317528,66739206,6421678,CNL
chr01,Bn928,14547954,88505379,73957425,RLK
chr01,Bn929,49290516,73256378,23965862,RLK
chr01,Bn930,36574898,51192399,14617501,NBS
chr01,Bn931,24095894,92241553,68145659,CN
chr01,Bn932,92228978,99963880,7734902,CNL
chr01,Bn933,82155723,87518163,5362440,CN
chr01,Bn934,58479822,98724704,40244882,NBS
chr01,Bn935,79669927,86953019,7283092,RLK
chr01,Bn936,48798025,79373905,30575880,RLK
chr01,Bn937,77334636,87395582,10060946,RLK
chr01,Bn938,13793441,80289642,66496201,CN
chr01,Bn939,82504288,91680837,9176549,CN
chr01,Bn940,43015856,80866483,37850627,RLK
chr01,Bn941,62200840,92929735,30728895,CNL
chr01,Bn942,31672657,76040594,44367937,CN
chr01,Bn943,95746157,96269505,523348,RLK
chr01,Bn944,98540788,99290408,749620,CNL
chr01,Bn945,47564992,57548993,9984001,RLK
chr01,Bn946,34593502,73484487,38890985,CN
chr01,Bn947,7283944,83774702,76490758,RLK
chr01,Bn948,40477432,40953797,476365,TNL
chr01,Bn949,17651873,98192664,80540791,NBS
chr01,Bn950,28255758,85174822,56919064,TNL
chr01,Bn951,84470352,86185068,1714716,TNL
chr01,Bn952,52898887,84407490,31508603,NBS
chr01,Bn953,44267090,51157878,6890788,TN
chr01,Bn954,86330741,86363351,32610,NBS
chr01,Bn955,64230803,72072911,7842108,TN
chr01,Bn956,3452604,34594714,31142110,NBS
chr01,Bn957,43553359,89095525,45542166,RLK
chr01,Bn958,64450258,99079557,34629299,RLK
chr01,Bn959,74712278,98089200,23376922,TNL
chr01,Bn960,82985366,95019193,12033827,TN
chr01,Bn961,82360249,91010038,8649789,CN
chr01,Bn962,86168816,94206107,8037291,RLK
chr01,Bn963,18550640,37976933,19426293,TN
chr01,Bn964,69207134,79927014,10719880,CNL
chr01,Bn965,99045029,99990661,945632,CN
chr01,Bn966,89618974,98934477,9315503,CNL
chr01,Bn967,8722046,66728905,58006859,TNL
chr01,Bn968,76295356,86783053,10487697,CN
chr01,Bn969,85758445,90774808,5016363,RLK
chr01,Bn970,52469560,86751448,34281888,RLP
chr01,Bn971,94810602,99672211,4861609,RLK
chr01,Bn972,69254863,82184480,12929617,RLK
chr01,Bn973,83533442,85944634,2411192,NBS
chr01,Bn974,33492583,81752505,48259922,RLP
chr01,Bn975,73634101,93767193,20133092,NBS
chr01,Bn976,32204676,82185781,49981105,NBS
chr01,Bn977,29424498,84070220,54645722,RLP
chr01,Bn978,12618275,44254558,31636283,CN
chr01,Bn979,16607079,98604198,81997119,NBS
chr01,Bn980,25327717,50320589,24992872,CNL
chr01,Bn981,69061788,73707294,4645506,RLK
chr01,Bn982,90783050,91693228,910178,TNL
chr01,Bn983,45327014,71387822,26060808,CN
chr01,Bn984,31311005,99542224,68231219,RLK
chr01,Bn985,19998003,99627581,79629578,RLP
chr01,Bn986,76554973,93577528,17022555,CNL
chr01,Bn987,22756657,64564744,41808087,TN
chr01,Bn988,37976932,73574942,35598010,CN
chr01,Bn989,79728048,86539334,6811286,CN
chr01,Bn990,12162306,20212954,8050648,TNL
chr01,Bn991,54258553,83156149,28897596,RLP
chr01,Bn992,2561089,45672252,43111163,CN
chr01,Bn993,83600263,86122499,2522236,CN
chr01,Bn994,5710842,18135626,12424784,TNL
chr01,Bn995,48022885,88220875,40197990,RLK
chr01,Bn996,98356015,98735673,379658,TN
chr01,Bn997,32445360,81397476,48952116,RLK
chr01,Bn998,80606280,86518650,5912370,CN
chr01,Bn999,42380448,77555482,35175034,NBS
chr01,Bn1000,9656019,9981374,325355,CNL
chr01,Bn1001,75524296,89603225,14078929,NBS
chr01,Bn1002,52795607,66048001,13252394,NBS
chr01,Bn1003,91463447,98985170,7521723,CNL
chr01,Bn1004,19106859,20704232,1597373,RLP
chr01,Bn1005,38872320,48083402,9211082,RLK
chr01,Bn1006,2860476,95919746,93059270,NBS
chr01,Bn1007,65744511,89091240,23346729,CN
chr01,Bn1008,9598017,56235380,46637363,RLK
chr01,Bn1009,15236123,61076445,45840322,RLP
chr01,Bn1010,8527599,18863720,10336121,CNL
chr01,Bn1011,76269883,97568697,21298814,TNL
chr01,Bn1012,82753296,90450732,7697436,RLK
chr01,Bn1013,16168084,42526191,26358107,CNL
chr01,Bn1014,58667296,87158765,28491469,NBS
chr01,Bn1015,79540265,97728751,18188486,TN
chr01,Bn1016,90973490,96893497,5920007,TN
chr01,Bn1017,75204862,75773463,568601,RLP
chr01,Bn1018,66130249,82533494,16403245,CNL
chr01,Bn1019,90236682,95298946,5062264,TNL
chr01,Bn1020,53046810,92752664,39705854,RLP
chr01,Bn1021,2877314,38762552,35885238,TN
chr01,Bn1022,18749818,76505554,57755736,RLP
chr01,Bn1023,74143269,99010472,24867203,NBS
chr01,Bn1024,77695491,78986978,1291487,CNL
chr01,Bn1025,64266104,93307571,29041467,CN
chr01,Bn1026,26133281,61802233,35668952,RLK
chr01,Bn1027,82127301,85247324,3120023,NBS
chr01,Bn1028,65194768,83676450,18481682,CN
chr01,Bn1029,15146059,54996089,39850030,CN
chr01,Bn1030,81916313,88531442,6615129,TNL
chr01,Bn1031,51890660,52031189,140529,TN
chr01,Bn1032,19604388,36781658,17177270,RLP
chr01,Bn1033,1182242,71551723,70369481,CN
chr01,Bn1034,95036102,96897309,1861207,CN
chr01,Bn1035,57852449,93840482,35988033,CNL
chr01,Bn1036,28979743,60271610,31291867,RLP
chr01,Bn1037,70479932,97848103,27368171,RLP
chr01,Bn1038,77007182,80161253,3154071,RLP
chr01,Bn1039,69703038,93552151,23849113,RLP
chr01,Bn1040,84750693,85263357,512664,CN
chr01,Bn1041,27506684,41062550,13555866,NBS
chr01,Bn1042,73950556,94375919,20425363,CNL
chr01,Bn1043,55551017,71449161,15898144,TN
